transaction_id,timestamp,customer_id,merchant_id,amount,device_id,location,failed_attempts,device_changed,location_changed,is_fraud
TXN_0000283,2026-06-01 01:50:00,CUST_01874,MERCHANT_036,525.23,DEV_85865,11,1,True,False,0
TXN_0000414,2026-06-01 01:50:00,CUST_01714,MERCHANT_033,1645.21,DEV_01714,7,0,False,False,0
TXN_0000627,2026-06-01 01:55:00,CUST_01811,MERCHANT_054,2573.48,DEV_01811,20,0,False,False,0
TXN_0000197,2026-06-01 02:00:00,CUST_00924,MERCHANT_038,612.99,DEV_00924,34,1,False,False,0
TXN_0000581,2026-06-01 02:01:00,CUST_00973,MERCHANT_027,1423.49,DEV_00973,12,0,False,False,0
TXN_0000621,2026-06-01 02:03:00,CUST_00864,MERCHANT_041,871.17,DEV_00864,25,0,False,False,0
TXN_0000343,2026-06-01 02:04:00,CUST_00491,MERCHANT_048,507.97,DEV_00491,6,0,False,False,0
TXN_0000551,2026-06-01 02:08:00,CUST_01178,MERCHANT_026,437.65,DEV_01178,16,1,False,False,0
TXN_0001056,2026-06-01 02:13:00,CUST_01381,MERCHANT_041,2041.24,DEV_04707,21,0,True,False,0
TXN_0000309,2026-06-01 02:19:00,CUST_00283,MERCHANT_006,792.04,DEV_00283,30,0,False,False,0
TXN_0000483,2026-06-01 02:27:00,CUST_01274,MERCHANT_053,1778.78,DEV_01274,27,0,False,False,0
TXN_0000346,2026-06-01 02:41:00,CUST_01625,MERCHANT_003,1072.08,DEV_01625,34,0,False,False,0
TXN_0001042,2026-06-01 02:42:00,CUST_01890,MERCHANT_012,1156.4,DEV_01890,37,0,False,False,0
TXN_0000434,2026-06-01 02:55:00,CUST_00089,MERCHANT_019,1382.34,DEV_00089,39,0,False,False,0
TXN_0001167,2026-06-01 03:11:00,CUST_00004,MERCHANT_022,1186.14,DEV_00004,25,0,False,False,0
TXN_0001135,2026-06-01 03:16:00,CUST_00647,MERCHANT_053,409.53,DEV_42212,38,0,True,False,0
TXN_0000826,2026-06-01 03:16:00,CUST_00289,MERCHANT_045,978.73,DEV_00289,32,0,False,False,0
TXN_0001184,2026-06-01 03:23:00,CUST_00660,MERCHANT_013,2705.48,DEV_00660,12,0,False,False,0
TXN_0000801,2026-06-01 03:23:00,CUST_01979,MERCHANT_016,958.11,DEV_01979,30,0,False,False,0
TXN_0001224,2026-06-01 03:30:00,CUST_01396,MERCHANT_053,3111.07,DEV_01396,33,0,False,False,0
TXN_0001193,2026-06-01 03:39:00,CUST_01100,MERCHANT_008,2329.42,DEV_01100,28,0,False,False,0
TXN_0000707,2026-06-01 03:39:00,CUST_01224,MERCHANT_044,335.89,DEV_06681,23,0,True,False,0
TXN_0000647,2026-06-01 03:53:00,CUST_01676,MERCHANT_038,654.0,DEV_01676,0,1,False,False,0
TXN_0000353,2026-06-01 03:54:00,CUST_01797,MERCHANT_035,2495.11,DEV_01797,17,0,False,False,0
TXN_0000577,2026-06-01 03:55:00,CUST_00407,MERCHANT_006,2006.53,DEV_00407,37,0,False,False,0
TXN_0000942,2026-06-01 03:58:00,CUST_00938,MERCHANT_030,1535.73,DEV_15322,8,0,True,False,0
TXN_0000939,2026-06-01 04:00:00,CUST_01027,MERCHANT_000,1337.29,DEV_01027,0,0,False,False,0
TXN_0000741,2026-06-01 04:09:00,CUST_00602,MERCHANT_007,2426.93,DEV_00602,11,0,False,False,0
TXN_0000985,2026-06-01 04:13:00,CUST_01497,MERCHANT_025,5486.77,DEV_01497,8,0,False,False,0
TXN_0000232,2026-06-01 04:15:00,CUST_00517,MERCHANT_058,882.23,DEV_00517,12,0,False,False,0
TXN_0000141,2026-06-01 04:16:00,CUST_01831,MERCHANT_024,950.9,DEV_01831,15,0,False,False,0
TXN_0000507,2026-06-01 04:23:00,CUST_01693,MERCHANT_019,451.72,DEV_01693,23,0,False,False,0
TXN_0000439,2026-06-01 04:26:00,CUST_01764,MERCHANT_008,1604.76,DEV_01764,8,0,False,False,0
TXN_0000526,2026-06-01 04:27:00,CUST_01829,MERCHANT_035,617.67,DEV_01829,12,0,False,False,0
TXN_0000248,2026-06-01 04:28:00,CUST_00941,MERCHANT_041,738.45,DEV_00941,13,0,False,False,0
TXN_0000755,2026-06-01 04:37:00,CUST_01448,MERCHANT_042,1338.62,DEV_01448,2,0,False,False,0
TXN_0001060,2026-06-01 04:44:00,CUST_01424,MERCHANT_017,192.92,DEV_01424,0,0,False,False,0
TXN_0000081,2026-06-01 04:45:00,CUST_00627,MERCHANT_021,1890.82,DEV_67423,12,1,True,False,0
TXN_0000020,2026-06-01 04:46:00,CUST_01644,MERCHANT_003,3454.67,DEV_01644,30,0,False,True,0
TXN_0000882,2026-06-01 04:52:00,CUST_01558,MERCHANT_004,2083.29,DEV_01558,20,0,False,False,0
TXN_0001029,2026-06-01 04:57:00,CUST_01821,MERCHANT_046,1155.34,DEV_01821,35,1,False,False,0
TXN_0000909,2026-06-01 05:02:00,CUST_00751,MERCHANT_054,1403.54,DEV_00751,18,0,False,False,0
TXN_0000785,2026-06-01 05:05:00,CUST_01038,MERCHANT_002,2635.76,DEV_01038,7,0,False,False,0
TXN_0000752,2026-06-01 05:06:00,CUST_01978,MERCHANT_022,1903.16,DEV_01978,32,0,False,False,0
TXN_0000890,2026-06-01 05:07:00,CUST_00193,MERCHANT_052,531.57,DEV_00193,8,0,False,False,0
TXN_0000688,2026-06-01 05:17:00,CUST_00381,MERCHANT_020,5336.94,DEV_00381,34,0,False,False,0
TXN_0000949,2026-06-01 05:20:00,CUST_01178,MERCHANT_039,787.04,DEV_01178,16,0,False,False,0
TXN_0000362,2026-06-01 05:25:00,CUST_00549,MERCHANT_044,1798.56,DEV_51308,0,0,True,False,0
TXN_0000762,2026-06-01 05:25:00,CUST_01018,MERCHANT_059,8488.4,DEV_01018,2,0,False,False,0
TXN_0001368,2026-06-01 05:26:00,CUST_01608,MERCHANT_051,1017.66,DEV_01608,26,0,False,False,0
TXN_0000411,2026-06-01 05:36:00,CUST_01902,MERCHANT_002,5422.91,DEV_01902,36,0,False,False,0
TXN_0000543,2026-06-01 05:39:00,CUST_01231,MERCHANT_055,1044.88,DEV_01231,11,0,False,False,0
TXN_0000345,2026-06-01 05:40:00,CUST_00950,MERCHANT_037,2962.88,DEV_00950,14,0,False,False,0
TXN_0000512,2026-06-01 05:51:00,CUST_00170,MERCHANT_022,681.49,DEV_00170,10,0,False,False,0
TXN_0000739,2026-06-01 05:53:00,CUST_01476,MERCHANT_046,566.51,DEV_01476,23,0,False,False,0
TXN_0000308,2026-06-01 05:58:00,CUST_01851,MERCHANT_051,1519.16,DEV_01851,4,0,False,False,0
TXN_0001158,2026-06-01 05:58:00,CUST_01914,MERCHANT_001,859.62,DEV_01914,3,0,False,False,0
TXN_0000736,2026-06-01 06:00:00,CUST_01004,MERCHANT_012,382.01,DEV_01004,14,0,False,False,0
TXN_0000486,2026-06-01 06:01:00,CUST_00268,MERCHANT_058,858.83,DEV_00268,17,0,False,False,0
TXN_0000603,2026-06-01 06:02:00,CUST_00244,MERCHANT_025,1688.25,DEV_00244,10,0,False,False,0
TXN_0000131,2026-06-01 06:03:00,CUST_01627,MERCHANT_043,237.43,DEV_01627,2,0,False,False,0
TXN_0000930,2026-06-01 06:03:00,CUST_01717,MERCHANT_008,665.28,DEV_01717,25,0,False,False,0
TXN_0000794,2026-06-01 06:03:00,CUST_01837,MERCHANT_047,1041.45,DEV_01837,9,0,False,False,0
TXN_0001011,2026-06-01 06:08:00,CUST_01189,MERCHANT_056,750.47,DEV_01189,10,0,False,False,0
TXN_0000643,2026-06-01 06:09:00,CUST_01997,MERCHANT_054,1618.61,DEV_01997,17,0,False,False,0
TXN_0000645,2026-06-01 06:12:00,CUST_01180,MERCHANT_011,523.46,DEV_01180,2,0,False,False,0
TXN_0000354,2026-06-01 06:12:00,CUST_01162,MERCHANT_036,13749.06,DEV_01162,28,1,False,True,1
TXN_0000947,2026-06-01 06:13:00,CUST_01325,MERCHANT_048,2736.67,DEV_01325,31,2,False,True,0
TXN_0000910,2026-06-01 06:15:00,CUST_00407,MERCHANT_050,973.46,DEV_00407,37,0,False,False,0
TXN_0000791,2026-06-01 06:16:00,CUST_00175,MERCHANT_020,2179.1,DEV_00175,7,0,False,False,0
TXN_0000900,2026-06-01 06:18:00,CUST_00410,MERCHANT_014,1840.66,DEV_00410,35,0,False,False,0
TXN_0001053,2026-06-01 06:18:00,CUST_00390,MERCHANT_013,1694.37,DEV_00390,27,0,False,False,0
TXN_0000682,2026-06-01 06:19:00,CUST_00339,MERCHANT_023,2416.04,DEV_84186,23,0,True,False,0
TXN_0001102,2026-06-01 06:19:00,CUST_00174,MERCHANT_017,2077.69,DEV_00174,3,0,False,False,0
TXN_0000432,2026-06-01 06:20:00,CUST_01806,MERCHANT_036,7021.63,DEV_47609,34,2,True,False,0
TXN_0000136,2026-06-01 06:20:00,CUST_01878,MERCHANT_022,1132.94,DEV_01878,1,0,False,False,0
TXN_0001260,2026-06-01 06:24:00,CUST_00441,MERCHANT_039,7038.35,DEV_86483,20,4,True,False,1
TXN_0000805,2026-06-01 06:24:00,CUST_00069,MERCHANT_050,2297.19,DEV_00069,34,0,False,False,0
TXN_0000393,2026-06-01 06:24:00,CUST_00678,MERCHANT_004,3073.32,DEV_00678,14,0,False,False,0
TXN_0000964,2026-06-01 06:30:00,CUST_01258,MERCHANT_012,458.52,DEV_01258,25,0,False,False,0
TXN_0000090,2026-06-01 06:30:00,CUST_00141,MERCHANT_029,1348.51,DEV_00141,7,0,False,False,0
TXN_0000134,2026-06-01 06:30:00,CUST_01945,MERCHANT_044,4107.63,DEV_01945,22,0,False,False,0
TXN_0001186,2026-06-01 06:30:00,CUST_01798,MERCHANT_019,4361.78,DEV_01798,17,0,False,False,0
TXN_0000424,2026-06-01 06:33:00,CUST_01400,MERCHANT_029,1702.79,DEV_01400,33,0,False,False,0
TXN_0001345,2026-06-01 06:33:00,CUST_01064,MERCHANT_046,420.97,DEV_01064,11,0,False,False,0
TXN_0000813,2026-06-01 06:36:00,CUST_01024,MERCHANT_012,1153.35,DEV_01024,21,0,False,False,0
TXN_0000904,2026-06-01 06:47:00,CUST_01755,MERCHANT_033,2471.16,DEV_01755,17,0,False,False,0
TXN_0000023,2026-06-01 06:55:00,CUST_01290,MERCHANT_012,597.27,DEV_01290,0,0,False,False,0
TXN_0000612,2026-06-01 06:56:00,CUST_00980,MERCHANT_012,1347.4,DEV_36471,22,0,True,False,0
TXN_0000323,2026-06-01 06:57:00,CUST_01162,MERCHANT_019,1895.23,DEV_01162,2,0,False,False,0
TXN_0000189,2026-06-01 07:00:00,CUST_00645,MERCHANT_005,3075.17,DEV_00645,33,0,False,False,0
TXN_0001003,2026-06-01 07:01:00,CUST_00407,MERCHANT_009,889.22,DEV_00407,37,0,False,False,0
TXN_0000342,2026-06-01 07:01:00,CUST_00411,MERCHANT_045,689.28,DEV_00411,18,0,False,False,0
TXN_0000130,2026-06-01 07:04:00,CUST_01085,MERCHANT_052,50.0,DEV_01085,6,0,False,False,0
TXN_0000469,2026-06-01 07:05:00,CUST_00066,MERCHANT_010,621.35,DEV_00066,25,0,False,False,0
TXN_0000055,2026-06-01 07:06:00,CUST_01522,MERCHANT_023,772.83,DEV_01522,25,0,False,False,0
TXN_0000591,2026-06-01 07:07:00,CUST_00560,MERCHANT_035,731.77,DEV_00560,14,0,False,False,0
TXN_0000818,2026-06-01 07:10:00,CUST_00547,MERCHANT_013,1631.18,DEV_00547,29,0,False,False,0
TXN_0000764,2026-06-01 07:12:00,CUST_00791,MERCHANT_038,1027.51,DEV_00791,34,0,False,False,0
TXN_0000674,2026-06-01 07:13:00,CUST_01670,MERCHANT_011,1335.08,DEV_01670,22,0,False,False,0
TXN_0000978,2026-06-01 07:13:00,CUST_00189,MERCHANT_047,3456.17,DEV_00189,13,0,False,False,0
TXN_0000499,2026-06-01 07:14:00,CUST_01215,MERCHANT_022,380.56,DEV_01215,37,0,False,True,0
TXN_0000053,2026-06-01 07:16:00,CUST_01739,MERCHANT_055,1837.87,DEV_01739,18,0,False,False,0
TXN_0000209,2026-06-01 07:16:00,CUST_01457,MERCHANT_003,4750.31,DEV_01457,18,0,False,False,0
TXN_0000006,2026-06-01 07:18:00,CUST_00031,MERCHANT_013,3569.8,DEV_40020,15,0,True,False,0
TXN_0000417,2026-06-01 07:20:00,CUST_00362,MERCHANT_018,646.63,DEV_00362,0,0,False,False,0
TXN_0000377,2026-06-01 07:23:00,CUST_00611,MERCHANT_015,2213.46,DEV_00611,14,0,False,False,0
TXN_0001136,2026-06-01 07:23:00,CUST_00219,MERCHANT_046,2673.58,DEV_00219,34,0,False,False,0
TXN_0001251,2026-06-01 07:24:00,CUST_00274,MERCHANT_026,1992.82,DEV_00274,11,1,False,True,0
TXN_0000521,2026-06-01 07:24:00,CUST_01039,MERCHANT_025,1744.49,DEV_01039,8,0,False,False,0
TXN_0000822,2026-06-01 07:29:00,CUST_00110,MERCHANT_004,1306.6,DEV_00110,13,0,False,False,0
TXN_0000276,2026-06-01 07:30:00,CUST_00493,MERCHANT_057,718.98,DEV_00493,23,0,False,False,0
TXN_0000331,2026-06-01 07:31:00,CUST_01769,MERCHANT_030,436.57,DEV_01769,8,0,False,False,0
TXN_0000273,2026-06-01 07:31:00,CUST_00627,MERCHANT_045,1022.53,DEV_00627,12,0,False,False,0
TXN_0000073,2026-06-01 07:32:00,CUST_00829,MERCHANT_029,990.7,DEV_05695,39,2,True,False,0
TXN_0000105,2026-06-01 07:33:00,CUST_00035,MERCHANT_058,838.58,DEV_00035,10,0,False,False,0
TXN_0000122,2026-06-01 07:34:00,CUST_01770,MERCHANT_056,2718.04,DEV_01770,38,2,False,False,0
TXN_0000945,2026-06-01 07:35:00,CUST_01750,MERCHANT_057,352.31,DEV_01750,25,0,False,False,0
TXN_0000228,2026-06-01 07:36:00,CUST_00904,MERCHANT_049,724.33,DEV_00904,27,0,False,False,0
TXN_0000654,2026-06-01 07:37:00,CUST_00793,MERCHANT_025,1594.14,DEV_00793,24,0,False,True,0
TXN_0000461,2026-06-01 07:38:00,CUST_00105,MERCHANT_010,1344.76,DEV_00105,29,0,False,False,0
TXN_0000687,2026-06-01 07:38:00,CUST_00372,MERCHANT_054,2291.54,DEV_00372,11,0,False,False,0
TXN_0000045,2026-06-01 07:39:00,CUST_01686,MERCHANT_049,3052.86,DEV_01686,32,0,False,False,0
TXN_0000040,2026-06-01 07:40:00,CUST_01220,MERCHANT_015,2583.11,DEV_01220,13,0,False,False,0
TXN_0000038,2026-06-01 07:41:00,CUST_01374,MERCHANT_028,1799.53,DEV_41700,1,0,True,False,0
TXN_0000948,2026-06-01 07:43:00,CUST_00741,MERCHANT_055,712.27,DEV_00741,34,0,False,False,0
TXN_0000657,2026-06-01 07:43:00,CUST_00053,MERCHANT_026,2444.4,DEV_00053,23,0,False,False,0
TXN_0000613,2026-06-01 07:43:00,CUST_00843,MERCHANT_009,1598.94,DEV_00843,11,0,False,False,0
TXN_0000120,2026-06-01 07:43:00,CUST_00972,MERCHANT_046,754.35,DEV_00972,32,0,False,False,0
TXN_0000302,2026-06-01 07:44:00,CUST_01007,MERCHANT_004,1283.13,DEV_01007,17,0,False,False,0
TXN_0001078,2026-06-01 07:45:00,CUST_00326,MERCHANT_024,1337.79,DEV_00326,10,0,False,False,0
TXN_0001001,2026-06-01 07:49:00,CUST_00561,MERCHANT_036,1593.3,DEV_00561,35,0,False,False,0
TXN_0000958,2026-06-01 07:50:00,CUST_00574,MERCHANT_024,499.13,DEV_00574,37,0,False,False,0
TXN_0000922,2026-06-01 07:52:00,CUST_00360,MERCHANT_058,686.84,DEV_00360,30,0,False,False,0
TXN_0001027,2026-06-01 07:55:00,CUST_01709,MERCHANT_048,484.76,DEV_01709,12,0,False,False,0
TXN_0001013,2026-06-01 07:56:00,CUST_01198,MERCHANT_051,4247.82,DEV_01198,10,0,False,False,0
TXN_0000156,2026-06-01 07:56:00,CUST_01831,MERCHANT_046,1308.3,DEV_01831,19,0,False,True,0
TXN_0000044,2026-06-01 07:57:00,CUST_01197,MERCHANT_057,344.0,DEV_01197,32,0,False,False,0
TXN_0000240,2026-06-01 07:57:00,CUST_01153,MERCHANT_032,1319.99,DEV_01153,5,0,False,False,0
TXN_0000431,2026-06-01 07:58:00,CUST_00184,MERCHANT_013,3218.99,DEV_00184,18,0,False,False,0
TXN_0000208,2026-06-01 07:59:00,CUST_00159,MERCHANT_046,3398.97,DEV_00159,2,0,False,False,0
TXN_0000210,2026-06-01 07:59:00,CUST_01463,MERCHANT_034,1848.33,DEV_01463,11,0,False,False,0
TXN_0001272,2026-06-01 08:00:00,CUST_01939,MERCHANT_023,191.5,DEV_52131,25,0,True,False,0
TXN_0000195,2026-06-01 08:00:00,CUST_01738,MERCHANT_051,1360.87,DEV_01738,38,0,False,False,0
TXN_0000776,2026-06-01 08:01:00,CUST_00617,MERCHANT_018,1223.52,DEV_00617,33,0,False,False,0
TXN_0001122,2026-06-01 08:02:00,CUST_01457,MERCHANT_016,4750.95,DEV_01457,18,0,False,False,0
TXN_0000921,2026-06-01 08:02:00,CUST_01549,MERCHANT_047,1780.47,DEV_01549,7,0,False,False,0
TXN_0000180,2026-06-01 08:05:00,CUST_00349,MERCHANT_049,1892.87,DEV_00349,39,0,False,False,0
TXN_0000252,2026-06-01 08:06:00,CUST_00350,MERCHANT_035,2570.44,DEV_00350,12,0,False,False,0
TXN_0001063,2026-06-01 08:08:00,CUST_01080,MERCHANT_057,5046.39,DEV_01080,15,0,False,False,0
TXN_0000586,2026-06-01 08:08:00,CUST_00746,MERCHANT_046,547.36,DEV_00746,26,0,False,False,0
TXN_0000071,2026-06-01 08:09:00,CUST_00128,MERCHANT_026,1621.61,DEV_86712,30,0,True,True,0
TXN_0000263,2026-06-01 08:10:00,CUST_00528,MERCHANT_015,488.84,DEV_00528,10,0,False,False,0
TXN_0000332,2026-06-01 08:11:00,CUST_00549,MERCHANT_050,1741.51,DEV_00549,0,0,False,False,0
TXN_0001372,2026-06-01 08:12:00,CUST_01348,MERCHANT_034,3230.14,DEV_01348,17,0,False,False,0
TXN_0000246,2026-06-01 08:12:00,CUST_00299,MERCHANT_013,1469.09,DEV_00299,34,0,False,False,0
TXN_0001156,2026-06-01 08:12:00,CUST_01935,MERCHANT_042,9394.78,DEV_01935,22,0,False,False,0
TXN_0000523,2026-06-01 08:13:00,CUST_00646,MERCHANT_042,1032.77,DEV_00646,22,0,False,False,0
TXN_0001286,2026-06-01 08:14:00,CUST_01998,MERCHANT_010,780.74,DEV_01998,4,0,False,False,0
TXN_0001346,2026-06-01 08:15:00,CUST_01817,MERCHANT_003,1140.12,DEV_01817,35,0,False,False,0
TXN_0000924,2026-06-01 08:16:00,CUST_00860,MERCHANT_017,1197.55,DEV_00860,15,0,False,False,0
TXN_0001302,2026-06-01 08:17:00,CUST_01512,MERCHANT_059,1285.28,DEV_01512,28,0,False,False,0
TXN_0000673,2026-06-01 08:18:00,CUST_01935,MERCHANT_055,11389.75,DEV_01935,22,0,False,False,0
TXN_0000459,2026-06-01 08:19:00,CUST_01859,MERCHANT_038,2639.75,DEV_01859,21,0,False,False,0
TXN_0000538,2026-06-01 08:19:00,CUST_00273,MERCHANT_035,1716.41,DEV_00273,27,0,False,False,0
TXN_0001205,2026-06-01 08:19:00,CUST_01899,MERCHANT_043,1691.58,DEV_01899,5,0,False,False,0
TXN_0000476,2026-06-01 08:20:00,CUST_01667,MERCHANT_049,2384.83,DEV_01667,6,0,False,False,0
TXN_0001126,2026-06-01 08:20:00,CUST_01099,MERCHANT_056,1728.5,DEV_01099,5,0,False,False,0
TXN_0001208,2026-06-01 08:21:00,CUST_01646,MERCHANT_022,1542.09,DEV_01646,11,0,False,False,0
TXN_0001059,2026-06-01 08:21:00,CUST_00333,MERCHANT_009,2748.2,DEV_00333,32,0,False,False,0
TXN_0000696,2026-06-01 08:21:00,CUST_00746,MERCHANT_050,1097.5,DEV_00746,26,0,False,False,0
TXN_0000319,2026-06-01 08:21:00,CUST_00900,MERCHANT_047,305.19,DEV_00900,33,1,False,False,0
TXN_0001143,2026-06-01 08:21:00,CUST_00337,MERCHANT_047,638.96,DEV_00337,29,0,False,True,0
TXN_0000035,2026-06-01 08:22:00,CUST_01016,MERCHANT_039,992.59,DEV_01016,34,0,False,False,0
TXN_0000928,2026-06-01 08:22:00,CUST_00883,MERCHANT_011,3646.86,DEV_00883,23,0,False,False,0
TXN_0000135,2026-06-01 08:22:00,CUST_01534,MERCHANT_048,672.59,DEV_15894,8,0,True,False,0
TXN_0001182,2026-06-01 08:25:00,CUST_01277,MERCHANT_033,3063.51,DEV_01277,26,0,False,False,0
TXN_0000778,2026-06-01 08:26:00,CUST_00122,MERCHANT_024,162.93,DEV_00122,37,0,False,False,0
TXN_0000367,2026-06-01 08:26:00,CUST_01857,MERCHANT_014,3282.92,DEV_01857,21,1,False,False,0
TXN_0000148,2026-06-01 08:27:00,CUST_00341,MERCHANT_053,2383.72,DEV_00341,20,0,False,True,0
TXN_0000182,2026-06-01 08:28:00,CUST_01383,MERCHANT_011,1610.52,DEV_01383,22,0,False,False,0
TXN_0001008,2026-06-01 08:28:00,CUST_01814,MERCHANT_002,4944.48,DEV_01814,9,0,False,False,0
TXN_0001058,2026-06-01 08:28:00,CUST_00913,MERCHANT_048,888.5,DEV_00913,26,0,False,False,0
TXN_0000823,2026-06-01 08:28:00,CUST_00829,MERCHANT_055,2443.96,DEV_00829,39,0,False,False,0
TXN_0001132,2026-06-01 08:29:00,CUST_00286,MERCHANT_039,2667.15,DEV_00286,18,0,False,False,0
TXN_0000154,2026-06-01 08:30:00,CUST_00813,MERCHANT_046,1983.33,DEV_00813,20,0,False,False,0
TXN_0000496,2026-06-01 08:31:00,CUST_00701,MERCHANT_028,1269.8,DEV_00701,33,0,False,False,0
TXN_0000651,2026-06-01 08:31:00,CUST_01963,MERCHANT_034,1094.49,DEV_01963,33,0,False,False,0
TXN_0000107,2026-06-01 08:33:00,CUST_01796,MERCHANT_055,1372.74,DEV_01796,25,0,False,True,0
TXN_0000217,2026-06-01 08:35:00,CUST_00133,MERCHANT_026,2052.34,DEV_00133,11,0,False,False,0
TXN_0000637,2026-06-01 08:35:00,CUST_01683,MERCHANT_048,297.48,DEV_01683,24,0,False,False,0
TXN_0001028,2026-06-01 08:40:00,CUST_00602,MERCHANT_032,1688.14,DEV_00602,11,0,False,False,0
TXN_0000729,2026-06-01 08:41:00,CUST_01256,MERCHANT_047,349.32,DEV_01256,18,0,False,False,0
TXN_0000865,2026-06-01 08:43:00,CUST_00015,MERCHANT_003,1376.1,DEV_00015,0,0,False,False,0
TXN_0000409,2026-06-01 08:43:00,CUST_00568,MERCHANT_033,3574.53,DEV_00568,28,0,False,False,0
TXN_0001035,2026-06-01 08:44:00,CUST_01201,MERCHANT_058,440.79,DEV_01201,24,1,False,False,0
TXN_0000456,2026-06-01 08:48:00,CUST_00738,MERCHANT_022,3377.49,DEV_00738,0,0,False,False,0
TXN_0000834,2026-06-01 08:48:00,CUST_01841,MERCHANT_041,2431.83,DEV_01841,6,0,False,False,0
TXN_0000923,2026-06-01 08:49:00,CUST_00001,MERCHANT_057,2363.59,DEV_00001,31,0,False,False,0
TXN_0001298,2026-06-01 08:49:00,CUST_00074,MERCHANT_047,1692.07,DEV_00074,1,0,False,False,0
TXN_0000412,2026-06-01 08:50:00,CUST_01570,MERCHANT_029,1416.35,DEV_01570,36,0,False,False,0
TXN_0000722,2026-06-01 08:50:00,CUST_00387,MERCHANT_050,914.64,DEV_00387,22,2,False,False,0
TXN_0000219,2026-06-01 08:50:00,CUST_00008,MERCHANT_026,3032.72,DEV_12774,2,0,True,False,0
TXN_0000726,2026-06-01 08:50:00,CUST_01699,MERCHANT_013,2840.15,DEV_01699,8,0,False,False,0
TXN_0000333,2026-06-01 08:52:00,CUST_00669,MERCHANT_040,3702.97,DEV_00669,13,0,False,False,0
TXN_0000277,2026-06-01 08:52:00,CUST_00525,MERCHANT_009,492.19,DEV_00525,8,0,False,False,0
TXN_0000617,2026-06-01 08:53:00,CUST_01548,MERCHANT_031,2815.12,DEV_01548,35,1,False,False,0
